index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
1428	main_captions	MSRvid	2019	1429	none	none	A boy is standing out of the water	A boy is standing in the water	3.6
2893	main_captions	MSRvid	2019	2894	none	none	The man is absently eating a banana near a tree	The man is eating a banana near a tree.	4.5
1418	main_captions	MSRvid	2019	1419	none	none	A white-haired cat, perched in a small wooden closet, is looking out the window.	The cat perched on the table is looking out the window	3.8
2892	main_captions	MSRvid	2019	2893	none	none	A black and white dog is carrying a large stick in the green grass	A black and white dog is carrying a big stick in the green grass	4.7
1409	main_captions	MSRvid	2019	1410	none	none	Children in red shirts are sleeping in the sheets	Three kids are jumping on the leaves	3.1
2891	main_captions	MSRvid	2019	2892	none	none	The girl is applying makeup on her face	A woman is putting on makeup	4.1
1403	main_captions	MSRvid	2019	1404	none	none	An Asian woman among many people is carrying a black bag	A girl with a black bag is in a crowded train	3.5
2890	main_captions	MSRvid	2019	2891	none	none	The girl in pink is rolling a ribbon	A ribbon is being turned by a girl in pink	4.8
1400	main_captions	MSRvid	2019	1401	none	none	A man is resting	A man is exercising	3.7
2889	main_captions	MSRvid	2019	2890	none	none	An eggplant is being sliced by a woman	The woman is cutting a vegetable	4.1
1399	main_captions	MSRvid	2019	1400	none	none	Four girls are making bridges and playing in a covered area	Four kids are bridging the park	3.7
2885	main_captions	MSRvid	2019	2886	none	none	The little child is walking by the water and being guided by someone else	The little child is wading through the water and being guided by someone else	4.6
1396	main_captions	MSRvid	2019	1397	none	none	A man is holding a guitar.	Someone is playing the guitar	3.1
2881	main_captions	MSRvid	2019	2882	none	none	The machine is sharpening the end of a pencil	A pencil is being sharpened by the machine	4.7
1379	main_captions	MSRvid	2019	1380	none	none	There&#39;s no man cutting a paper plate	The man is cutting a paper plate	3.6
2879	main_captions	MSRvid	2019	2880	none	none	There&#39;s no squirrel spinning in circles	A squirrel is running in circles.	4.2
1375	main_captions	MSRvid	2019	1376	none	none	The woman is playing an acoustic guitar and singing	The woman is not playing an acoustic guitar or singing	3.8
2877	main_captions	MSRvid	2019	2878	none	none	A group of explorers are walking through the grass.	Some people are walking	4.1
